sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,total_qty,shelf_location,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,updated_time,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,configurable_variations,configurable_variation_labels,associated_skus
1-WAK-VES-CLUB-BE-RYB-XSB,,Default,simple,,base_migrated,Athletic Vest,,,1,1,Taxable Goods,Not Visible Individually,138.6,,,,athletic-vest,Athletic Vest,Athletic Vest,Athletic Vest ,/g/s/gsbs_1_1.jpg,,/g/s/gsbs_1_1.jpg,,/g/s/gsbs_1_1.jpg,,,,"6/24/19, 1:44 PM","8/15/19, 1:53 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"color=RYB,product_brand=Samurai Sportswear,size=XSB,webpos_visible=No",0,0,,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,0,1,0,0,2,2019-08-20 09:19:28,,,,,,,/g/s/gsbs_1_1.jpg,,,,,,,,,,,,
1-WAK-VES-CLUB-BE-RYB-SB,,Default,simple,,base_migrated,Athletic Vest,,,1,1,Taxable Goods,Not Visible Individually,138.6,,,,athletic-vest,Athletic Vest,Athletic Vest,Athletic Vest ,/g/s/gsbs_1_2.jpg,,/g/s/gsbs_1_2.jpg,,/g/s/gsbs_1_2.jpg,,,,"6/24/19, 1:44 PM","8/15/19, 1:53 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"color=RYB,product_brand=Samurai Sportswear,size=SB,webpos_visible=No",0,0,,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,0,1,0,0,2,2019-08-20 09:19:28,,,,,,,/g/s/gsbs_1_2.jpg,,,,,,,,,,,,
1-WAK-VES-CLUB-BE-RYB-MB,,Default,simple,,base_migrated,Athletic Vest,,,1,1,Taxable Goods,Not Visible Individually,138.6,,,,athletic-vest,Athletic Vest,Athletic Vest,Athletic Vest ,/g/s/gsbs_1_3.jpg,,/g/s/gsbs_1_3.jpg,,/g/s/gsbs_1_3.jpg,,,,"6/24/19, 1:44 PM","8/15/19, 1:53 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"color=RYB,product_brand=Samurai Sportswear,size=MB,webpos_visible=No",0,0,,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,0,1,0,0,2,2019-08-20 09:19:28,,,,,,,/g/s/gsbs_1_3.jpg,,,,,,,,,,,,
1-WAK-VES-CLUB-BE-RYB-LB,,Default,simple,,base_migrated,Athletic Vest,,,1,1,Taxable Goods,Not Visible Individually,138.6,,,,athletic-vest,Athletic Vest,Athletic Vest,Athletic Vest ,/g/s/gsbs_1_4.jpg,,/g/s/gsbs_1_4.jpg,,/g/s/gsbs_1_4.jpg,,,,"6/24/19, 1:45 PM","8/15/19, 1:53 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"color=RYB,product_brand=Samurai Sportswear,size=LB,webpos_visible=No",0,0,,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,0,1,0,0,2,2019-08-20 09:19:28,,,,,,,/g/s/gsbs_1_4.jpg,,,,,,,,,,,,
1-WAK-VES-CLUB-BE-RYB-XS,,Default,simple,,base_migrated,Athletic Vest,,,1,1,Taxable Goods,Not Visible Individually,153.3,,,,athletic-vest,Athletic Vest,Athletic Vest,Athletic Vest ,/g/s/gsbs_1_5.jpg,,/g/s/gsbs_1_5.jpg,,/g/s/gsbs_1_5.jpg,,,,"6/24/19, 1:45 PM","8/15/19, 1:53 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"color=RYB,product_brand=Samurai Sportswear,size=XS,webpos_visible=No",0,0,,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,0,1,0,0,2,2019-08-15 10:02:47,,,,,,,/g/s/gsbs_1_5.jpg,,,,,,,,,,,,
1-WAK-VES-CLUB-BE-RYB-S,,Default,simple,,base_migrated,Athletic Vest,,,1,1,Taxable Goods,Not Visible Individually,153.3,,,,athletic-vest,Athletic Vest,Athletic Vest,Athletic Vest ,/g/s/gsbs_1_6.jpg,,/g/s/gsbs_1_6.jpg,,/g/s/gsbs_1_6.jpg,,,,"6/24/19, 1:45 PM","8/15/19, 1:53 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"color=RYB,product_brand=Samurai Sportswear,size=S,webpos_visible=No",0,0,,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,0,1,0,0,2,2019-08-15 10:02:47,,,,,,,/g/s/gsbs_1_6.jpg,,,,,,,,,,,,
1-WAK-VES-CLUB-BE-RYB-M,,Default,simple,,base_migrated,Athletic Vest,,,1,1,Taxable Goods,Not Visible Individually,153.3,,,,athletic-vest,Athletic Vest,Athletic Vest,Athletic Vest ,/g/s/gsbs_1_7.jpg,,/g/s/gsbs_1_7.jpg,,/g/s/gsbs_1_7.jpg,,,,"6/24/19, 1:45 PM","8/15/19, 1:53 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"color=RYB,product_brand=Samurai Sportswear,size=M,webpos_visible=No",0,0,,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,0,1,0,0,2,2019-08-15 10:02:47,,,,,,,/g/s/gsbs_1_7.jpg,,,,,,,,,,,,
1-WAK-VES-CLUB-BE-RYB-L,,Default,simple,,base_migrated,Athletic Vest,,,1,1,Taxable Goods,Not Visible Individually,153.3,,,,athletic-vest,Athletic Vest,Athletic Vest,Athletic Vest ,/g/s/gsbs_1_8.jpg,,/g/s/gsbs_1_8.jpg,,/g/s/gsbs_1_8.jpg,,,,"6/24/19, 1:45 PM","8/15/19, 1:53 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"color=RYB,product_brand=Samurai Sportswear,size=L,webpos_visible=No",0,0,,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,0,1,0,0,2,2019-08-15 10:02:47,,,,,,,/g/s/gsbs_1_8.jpg,,,,,,,,,,,,
1-WAK-VES-CLUB-BE-RYB,,Default,configurable,,base_migrated,Athletic Vest,,,1,1,Taxable Goods,Catalog,,,,,athletic-vest,Athletic Vest,Athletic Vest,Athletic Vest ,/g/s/gsbs.jpg,,/g/s/gsbs.jpg,,/g/s/gsbs.jpg,,no_selection,,"6/24/19, 1:45 PM","8/26/19, 10:56 AM",,,Block after Info Column,,,,Use config,,,,,,,Use config,,"color=RYB,product_brand=Samurai Sportswear,size=35-36,webpos_visible=Yes",0,0,,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,2,2019-06-24 10:49:56,,,,,,,/g/s/gsbs.jpg,,,,,,,,,,"sku=1-WAK-VES-CLUB-BE-RYB-JNR,size=JNR,size=JNR|sku=1-WAK-VES-CLUB-BE-RYB-XSB,size=XSB,size=XSB|sku=1-WAK-VES-CLUB-BE-RYB-SB,size=SB,size=SB|sku=1-WAK-VES-CLUB-BE-RYB-MB,size=MB,size=MB|sku=1-WAK-VES-CLUB-BE-RYB-LB,size=LB,size=LB|sku=1-WAK-VES-CLUB-BE-RYB-XS,size=XS,size=XS|sku=1-WAK-VES-CLUB-BE-RYB-S,size=S,size=S|sku=1-WAK-VES-CLUB-BE-RYB-M,size=M,size=M|sku=1-WAK-VES-CLUB-BE-RYB-L,size=L,size=L",size=Size,
1-J20-POL-CLUB-BES-NVY-S,,Default,simple,,base_migrated,J20 Staff Polo | Navy,,,1,1,Taxable Goods,Not Visible Individually,0,,,,j20-staff-polo-navy,J20 Staff Polo | Navy,J20 Staff Polo | Navy,J20 Staff Polo | Navy ,,,,,,,,,"6/24/19, 3:22 PM","6/24/19, 3:25 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"color=NVY/RED,size=S,webpos_visible=Yes",0,0,,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,0,1,0,0,2,2019-11-20 11:16:21,,,,,,,,,,,,,,,,,,,
1-J20-POL-CLUB-BES-NVY-M,,Default,simple,,base_migrated,J20 Staff Polo | Navy,,,1,1,Taxable Goods,Not Visible Individually,0,,,,j20-staff-polo-navy,J20 Staff Polo | Navy,J20 Staff Polo | Navy,J20 Staff Polo | Navy ,,,,,,,,,"6/24/19, 3:22 PM","6/24/19, 3:25 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"color=NVY/RED,size=M,webpos_visible=Yes",2,2,,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,2,2019-11-20 11:16:22,,,,,,,,,,,,,,,,,,,
1-J20-POL-CLUB-BES-NVY-L,,Default,simple,,base_migrated,J20 Staff Polo | Navy,,,1,1,Taxable Goods,Not Visible Individually,0,,,,j20-staff-polo-navy,J20 Staff Polo | Navy,J20 Staff Polo | Navy,J20 Staff Polo | Navy ,,,,,,,,,"6/24/19, 3:22 PM","6/24/19, 3:25 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"color=NVY/RED,size=L,webpos_visible=Yes",2,2,,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,2,2019-09-03 07:29:58,,,,,,,,,,,,,,,,,,,
1-J20-POL-CLUB-BES-NVY,,Default,configurable,,base_migrated,J20 Staff Polo | Navy,,,1,1,No Tax,Catalog,,,,,j20-staff-polo-navy,J20 Staff Polo | Navy,J20 Staff Polo | Navy,J20 Staff Polo | Navy ,,,,,,,,,"6/24/19, 3:22 PM","11/20/19, 3:15 PM",,,Block after Info Column,,,,Use config,,,,,,,Use config,,"color=NVY/RED,webpos_visible=Yes",0,0,,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,2,2019-06-24 11:26:18,,,,,,,,,,,,,,,,,"sku=1-J20-POL-CLUB-BES-NVY-S,size=S,size=S|sku=1-J20-POL-CLUB-BES-NVY-M,size=M,size=M|sku=1-J20-POL-CLUB-BES-NVY-L,size=L,size=L|sku=1-J20-POL-CLUB-BES-NVY-LB,size=LB,size=LB",size=Size,
1-J20-POL-CLUB-BES-NVY-LB,,Default,simple,,base_migrated,J20 Staff Polo | Navy,,,1,1,Taxable Goods,Not Visible Individually,0,,,,pol-club-bes,J20 Staff Polo | Navy,J20 Staff Polo | Navy,J20 Staff Polo | Navy ,,,,,,,,,"6/24/19, 3:25 PM","6/24/19, 3:25 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"color=NVY/RED,size=LB,webpos_visible=Yes",0,0,,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,0,1,0,0,2,2019-11-20 11:16:21,,,,,,,,,,,,,,,,,,,
1-BSB-POL-CLUB-BES-M-NVY-S,,Default,simple,,base_migrated,Polo Shirt | Mens,,,1,1,No Tax,Not Visible Individually,155,,,,polo-shirt-mens,Polo Shirt | Mens,Polo Shirt | Mens,Polo Shirt | Mens ,/p/o/polo_mens_british__2.jpg,,/p/o/polo_mens_british__2.jpg,,/p/o/polo_mens_british__2.jpg,,,,"6/24/19, 3:57 PM","8/8/19, 2:50 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"color=NVY,size=S,webpos_visible=No",0,0,,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,0,1,0,0,2,2019-08-08 11:01:48,,,,,,,/p/o/polo_mens_british__2.jpg,,,,,,,,,,,,
1-BSB-POL-CLUB-BES-M-NVY-L,,Default,simple,,base_migrated,Polo Shirt | Mens,,,1,1,No Tax,Not Visible Individually,155,,,,polo-shirt-mens,Polo Shirt | Mens,Polo Shirt | Mens,Polo Shirt | Mens ,/p/o/polo_mens_british__1_3.jpg,,/p/o/polo_mens_british__1_3.jpg,,/p/o/polo_mens_british__1_3.jpg,,,,"6/24/19, 3:58 PM","8/8/19, 2:50 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"color=NVY,size=L,webpos_visible=No",0,0,,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,0,1,0,0,2,2019-08-08 11:01:49,,,,,,,/p/o/polo_mens_british__1_3.jpg,,,,,,,,,,,,
1-BSB-TEE-CLUB-BES-M-NVY-S,,Default,simple,,base_migrated,Tshirt | Mens,,,1,1,No Tax,Not Visible Individually,145,,,,tshirt-mens,Tshirt | Mens,Tshirt | Mens,Tshirt | Mens ,/t/s/tshirt_mens_british_2.jpg,,/t/s/tshirt_mens_british_2.jpg,,/t/s/tshirt_mens_british_2.jpg,,,,"6/24/19, 4:00 PM","8/8/19, 2:50 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"color=NVY,size=S,webpos_visible=No",0,0,,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,0,1,0,0,2,2019-08-08 11:01:49,,,,,,,/t/s/tshirt_mens_british_2.jpg,,,,,,,,,,,,
1-BSB-TEE-CLUB-BES-M-NVY-L,,Default,simple,,base_migrated,Tshirt | Mens,,,1,1,No Tax,Not Visible Individually,145,,,,tshirt-mens,Tshirt | Mens,Tshirt | Mens,Tshirt | Mens ,/t/s/tshirt_mens_british_1_3.jpg,,/t/s/tshirt_mens_british_1_3.jpg,,/t/s/tshirt_mens_british_1_3.jpg,,,,"6/24/19, 4:00 PM","8/8/19, 2:50 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"color=NVY,size=L,webpos_visible=No",0,0,,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,0,1,0,0,2,2019-08-08 11:01:49,,,,,,,/t/s/tshirt_mens_british_1_3.jpg,,,,,,,,,,,,
1-BSB-SHO-CLUB-BES-M-NVY-S,,Default,simple,,base_migrated,Shorts | Mens,,,1,1,No Tax,Not Visible Individually,135,,,,shorts-mens,Shorts | Mens,Shorts | Mens,Shorts | Mens ,/s/h/short_british_1_5.jpg,,/s/h/short_british_1_5.jpg,,/s/h/short_british_1_5.jpg,,,,"6/24/19, 4:03 PM","8/8/19, 2:50 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"color=NVY,size=S,webpos_visible=No",0,0,,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,0,1,0,0,2,2019-08-08 11:01:50,,,,,,,/s/h/short_british_1_5.jpg,,,,,,,,,,,,
1-BSB-SHO-CLUB-BES-L-NVY-8,,Default,simple,,base_migrated,Shorts | Ladies,,,1,1,No Tax,Not Visible Individually,135,,,,shorts-ladies,Shorts | Ladies,Shorts | Ladies,Shorts | Ladies ,/s/h/short_british_4.jpg,,/s/h/short_british_4.jpg,,/s/h/short_british_4.jpg,,,,"6/24/19, 4:05 PM","8/8/19, 2:50 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"color=NVY,size=8,webpos_visible=No",0,0,,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,0,1,0,0,2,2019-08-08 11:01:47,,,,,,,/s/h/short_british_4.jpg,,,,,,,,,,,,
1-BSB-SHO-CLUB-BES-L-NVY-14,,Default,simple,,base_migrated,Shorts | Ladies,,,1,1,No Tax,Not Visible Individually,135,,,,shorts-ladies,Shorts | Ladies,Shorts | Ladies,Shorts | Ladies ,/s/h/short_british_1_1.jpg,,/s/h/short_british_1_1.jpg,,/s/h/short_british_1_1.jpg,,,,"6/24/19, 4:05 PM","8/8/19, 2:50 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"color=NVY,size=14,webpos_visible=No",0,0,,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,0,1,0,0,2,2019-08-08 11:01:47,,,,,,,/s/h/short_british_1_1.jpg,,,,,,,,,,,,
1-BSB-PAN-CLUB-BES-L-NVY-8,,Default,simple,,base_migrated,Track Pants | Ladies,,,1,1,No Tax,Not Visible Individually,185,,,,track-pants-ladies,Track Pants | Ladies,Track Pants | Ladies,Track Pants | Ladies ,/t/r/trackpants_british_1_5.jpg,,/t/r/trackpants_british_1_5.jpg,,/t/r/trackpants_british_1_5.jpg,,,,"6/24/19, 4:07 PM","8/8/19, 2:50 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"color=NVY,size=8,webpos_visible=No",0,0,,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,0,1,0,0,2,2019-08-08 11:01:48,,,,,,,/t/r/trackpants_british_1_5.jpg,,,,,,,,,,,,
1-BSB-POL-CLUB-BES-M-BLK-S,,Default,simple,,base_migrated,Polo Mens | Black,,,1,1,No Tax,Not Visible Individually,155,,,,polo-mens-black,Polo Mens | Black,Polo Mens | Black,Polo Mens | Black ,/p/o/polo_black_british_1_3.jpg,,/p/o/polo_black_british_1_3.jpg,,/p/o/polo_black_british_1_3.jpg,,,,"6/24/19, 4:09 PM","8/8/19, 2:50 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"color=BLK,size=S,webpos_visible=No",0,0,,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,0,1,0,0,2,2019-08-08 11:01:50,,,,,,,/p/o/polo_black_british_1_3.jpg,,,,,,,,,,,,
1-REP-NET-DRE002RYL-NVY-8,,Default,simple,,base_migrated,Repton Netball Dress | Royals,,,1,1,Taxable Goods,Not Visible Individually,241.5,,,,repton-netball-dress-royals,Repton Netball Dress | Royals,Repton Netball Dress | Royals,Repton Netball Dress | Royals ,/r/o/royal_1.jpg,,/r/o/royal_1.jpg,,/r/o/royal_1.jpg,,,,"6/24/19, 4:43 PM","11/20/19, 5:03 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"color=NVY,product_brand=Samurai Sportswear,size=8,webpos_visible=No",0,0,,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,0,1,0,0,2,2019-08-18 12:34:26,,,,,,,/r/o/royal_1.jpg,,,,,,,,,,,,
1-REP-NET-DRE002RYL-NVY-10,,Default,simple,,base_migrated,Repton Netball Dress | Royals,,,1,1,Taxable Goods,Not Visible Individually,241.5,,,,repton-netball-dress-royals,Repton Netball Dress | Royals,Repton Netball Dress | Royals,Repton Netball Dress | Royals ,/r/o/royal_1_1.jpg,,/r/o/royal_1_1.jpg,,/r/o/royal_1_1.jpg,,,,"6/24/19, 4:43 PM","11/20/19, 5:03 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"color=NVY,product_brand=Samurai Sportswear,size=10,webpos_visible=No",0,0,,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,0,1,0,0,2,2019-08-18 12:34:27,,,,,,,/r/o/royal_1_1.jpg,,,,,,,,,,,,
1-REP-NET-DRE002RYL-NVY-12,,Default,simple,,base_migrated,Repton Netball Dress | Royals,,,1,1,Taxable Goods,Not Visible Individually,241.5,,,,repton-netball-dress-royals,Repton Netball Dress | Royals,Repton Netball Dress | Royals,Repton Netball Dress | Royals ,/r/o/royal_1_2.jpg,,/r/o/royal_1_2.jpg,,/r/o/royal_1_2.jpg,,,,"6/24/19, 4:43 PM","11/20/19, 5:03 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"color=NVY,product_brand=Samurai Sportswear,size=12,webpos_visible=No",0,0,,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,0,1,0,0,2,2019-08-18 12:34:27,,,,,,,/r/o/royal_1_2.jpg,,,,,,,,,,,,
1-REP-NET-DRE002RYL-NVY-14,,Default,simple,,base_migrated,Repton Netball Dress | Royals,,,1,1,Taxable Goods,Not Visible Individually,241.5,,,,repton-netball-dress-royals,Repton Netball Dress | Royals,Repton Netball Dress | Royals,Repton Netball Dress | Royals ,/r/o/royal_1_3.jpg,,/r/o/royal_1_3.jpg,,/r/o/royal_1_3.jpg,,,,"6/24/19, 4:43 PM","11/20/19, 5:03 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"color=NVY,product_brand=Samurai Sportswear,size=14,webpos_visible=No",0,0,,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,0,1,0,0,2,2019-08-18 12:34:27,,,,,,,/r/o/royal_1_3.jpg,,,,,,,,,,,,
1-REP-NET-DRE002RYL-NVY,,Default,configurable,,base_migrated,Repton Netball Dress | Royals,,,1,1,Taxable Goods,Catalog,,,,,repton-netball-dress-royals,Repton Netball Dress | Royals,Repton Netball Dress | Royals,Repton Netball Dress | Royals ,/r/o/royal.jpg,,/r/o/royal.jpg,,/r/o/royal.jpg,,no_selection,,"6/24/19, 4:43 PM","11/20/19, 5:03 PM",,,Block after Info Column,,,,Use config,,,,,,,Use config,,"color=NVY,webpos_visible=Yes",0,0,,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,0,1,0,0,2,2019-08-18 12:33:15,,,,,,,/r/o/royal.jpg,,,,,,,,,,"sku=1-REP-NET-DRE002RYL-NVY-8,size=8,size=8|sku=1-REP-NET-DRE002RYL-NVY-10,size=10,size=10|sku=1-REP-NET-DRE002RYL-NVY-12,size=12,size=12|sku=1-REP-NET-DRE002RYL-NVY-14,size=14,size=14",size=Size,
1-GMS-TEE-RED-BES-BLK-CHD,,Default,simple,Root Catalog Migrated/Schools & Clubs,base_migrated,Unisex Performing Arts Tshirt |Black,"<p>It's lightweight easy care & sports finish properties makes this smooth faced fabric popular across Multisport Teamwear & Leisurewear ranges, with the added benefit of our Performex™ moisture management system</P>
<img src=""
{{media url='wysiwyg/sizeguide/polyesterdrill.png'}}"" style=""-ms-interpolation-mode: bicubic; max-width: 200px;"">
<p> <strong> Washing Instructions</strong> </p>
<li><span style=""color: #da1f26;"">DO NOT TUMBLE DRY</li>
<li>Wash at 40c or below</li>
<li>Always look for the garment care label and follow the washing instructions</li>
<li>Garments of similar colours can be wash together where stated on the label</li>
<li>Wash match play garments promptly. Do not allow mud or stains to set</li>","<p> <strong><h3>Available in Pre-Order (This is not a stock item)</strong></h3> </font></p>
<p>Please click here for <span style=""color: #0000ff;"">&nbsp;<strong><a href=""{{media url='wysiwyg/sizeguide/Fitting_Guides_Male.pdf'}}"" target=""_blank""><span style=""color: #0000ff;"">Size Guide</span></a></strong></span></p>
<p>&nbsp;</p>


<p style=""text-align: justify;"">Deadline to order is 31 September 2019, delivery will be approximately 6 weeks from this date and you will be notified when your order has arrived.</p>


Color : Navy 013 |  Fabric: Smooth Interlock | 140 gm 100% Polyester",1,1,Taxable Goods,Not Visible Individually,155,,,,unisex-performing-arts-tshirt-black,Unisex Performing Arts Tshirt | Black,Unisex Performing Arts Tshirt | Black,"Unisex Performing Arts Tshirt | Black It's lightweight easy care & sports finish properties makes this smooth faced fabric popular across Multisport Teamwear & Leisurewear ranges, with the added benefit of our Performex™ moisture management system

  Wa",/t/s/tshirtornt_11.png,,/t/s/tshirtornt_11.png,,/t/s/tshirtornt_11.png,,no_selection,,"6/24/19, 5:27 PM","11/20/19, 5:02 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"color=BLK,size=CHD,webpos_visible=No",0,0,,0,1,0,1,0,1,1,10000,1,1,,1,1,1,1,0,1,0,0,2,2019-10-01 11:38:21,,,,,,,"/t/s/tshirback_new_1.png,/t/s/tshirtornt_11.png",",",,,,,,,,,,,
1-GMS-TEE-RED-BES-BLK-JNR,,Default,simple,Root Catalog Migrated/Schools & Clubs,base_migrated,Unisex Performing Arts Tshirt |Black,"<p>It's lightweight easy care & sports finish properties makes this smooth faced fabric popular across Multisport Teamwear & Leisurewear ranges, with the added benefit of our Performex™ moisture management system</P>
<img src=""
{{media url='wysiwyg/sizeguide/polyesterdrill.png'}}"" style=""-ms-interpolation-mode: bicubic; max-width: 200px;"">
<p> <strong> Washing Instructions</strong> </p>
<li><span style=""color: #da1f26;"">DO NOT TUMBLE DRY</li>
<li>Wash at 40c or below</li>
<li>Always look for the garment care label and follow the washing instructions</li>
<li>Garments of similar colours can be wash together where stated on the label</li>
<li>Wash match play garments promptly. Do not allow mud or stains to set</li>","<p> <strong><h3>Available in Pre-Order (This is not a stock item)</strong></h3> </font></p>
<p>Please click here for <span style=""color: #0000ff;"">&nbsp;<strong><a href=""{{media url='wysiwyg/sizeguide/Fitting_Guides_Male.pdf'}}"" target=""_blank""><span style=""color: #0000ff;"">Size Guide</span></a></strong></span></p>
<p>&nbsp;</p>


<p style=""text-align: justify;"">Deadline to order is 31 September 2019, delivery will be approximately 6 weeks from this date and you will be notified when your order has arrived.</p>


Color : Navy 013 |  Fabric: Smooth Interlock | 140 gm 100% Polyester",1,1,Taxable Goods,Not Visible Individually,155,,,,unisex-performing-arts-tshirt-black,Unisex Performing Arts Tshirt | Black,Unisex Performing Arts Tshirt | Black,"Unisex Performing Arts Tshirt | Black It's lightweight easy care & sports finish properties makes this smooth faced fabric popular across Multisport Teamwear & Leisurewear ranges, with the added benefit of our Performex™ moisture management system

  Wa",/t/s/tshirtornt_1_1.png,,/t/s/tshirtornt_1_1.png,,/t/s/tshirtornt_1_1.png,,no_selection,,"6/24/19, 5:27 PM","11/20/19, 5:02 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"color=BLK,size=JNR,webpos_visible=No",0,0,,0,1,0,1,0,1,1,10000,1,1,,1,1,1,1,0,1,0,0,2,2019-10-01 11:38:58,,,,,,,"/t/s/tshirback_new_1_1.png,/t/s/tshirtornt_1_1.png",",",,,,,,,,,,,
1-GMS-TEE-RED-BES-BLK-XSB,,Default,simple,Root Catalog Migrated/Schools & Clubs,base_migrated,Unisex Performing Arts Tshirt |Black,"<p>It's lightweight easy care & sports finish properties makes this smooth faced fabric popular across Multisport Teamwear & Leisurewear ranges, with the added benefit of our Performex™ moisture management system</P>
<img src=""
{{media url='wysiwyg/sizeguide/polyesterdrill.png'}}"" style=""-ms-interpolation-mode: bicubic; max-width: 200px;"">
<p> <strong> Washing Instructions</strong> </p>
<li><span style=""color: #da1f26;"">DO NOT TUMBLE DRY</li>
<li>Wash at 40c or below</li>
<li>Always look for the garment care label and follow the washing instructions</li>
<li>Garments of similar colours can be wash together where stated on the label</li>
<li>Wash match play garments promptly. Do not allow mud or stains to set</li>","<p> <strong><h3>Available in Pre-Order (This is not a stock item)</strong></h3> </font></p>
<p>Please click here for <span style=""color: #0000ff;"">&nbsp;<strong><a href=""{{media url='wysiwyg/sizeguide/Fitting_Guides_Male.pdf'}}"" target=""_blank""><span style=""color: #0000ff;"">Size Guide</span></a></strong></span></p>
<p>&nbsp;</p>


<p style=""text-align: justify;"">Deadline to order is 31 September 2019, delivery will be approximately 6 weeks from this date and you will be notified when your order has arrived.</p>


Color : Navy 013 |  Fabric: Smooth Interlock | 140 gm 100% Polyester",1,1,Taxable Goods,Not Visible Individually,155,,,,unisex-performing-arts-tshirt-black,Unisex Performing Arts Tshirt | Black,Unisex Performing Arts Tshirt | Black,"Unisex Performing Arts Tshirt | Black It's lightweight easy care & sports finish properties makes this smooth faced fabric popular across Multisport Teamwear & Leisurewear ranges, with the added benefit of our Performex™ moisture management system

  Wa",/t/s/tshirtornt_2_1.png,,/t/s/tshirtornt_2_1.png,,/t/s/tshirtornt_2_1.png,,no_selection,,"6/24/19, 5:27 PM","11/20/19, 5:02 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"color=BLK,size=XSB,webpos_visible=No",0,0,,0,1,0,1,0,1,1,10000,1,1,,1,1,1,1,0,1,0,0,2,2019-10-21 11:08:51,,,,,,,"/t/s/tshirback_new_2.png,/t/s/tshirtornt_2_1.png",",",,,,,,,,,,,
